2024-01-16 16:36:47,339 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Current SDK version is 0.16.2
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Configure stats pid to 11349
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Loading settings from /home/codespace/.config/wandb/settings
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Loading settings from /workspaces/my-jupyter-template/notebooks/wandb/settings
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:_log_setup():526] Logging user logs to /workspaces/my-jupyter-template/notebooks/wandb/run-20240116_163647-if029eyq/logs/debug.log
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:_log_setup():527] Logging internal logs to /workspaces/my-jupyter-template/notebooks/wandb/run-20240116_163647-if029eyq/logs/debug-internal.log
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:_jupyter_setup():472] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7ff4cc54fe80>
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:init():566] calling init triggers
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.02, 'architecture': 'CNN', 'dataset': 'CIFAR-100', 'epochs': 10}
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:init():616] starting backend
2024-01-16 16:36:47,340 INFO    MainThread:11349 [wandb_init.py:init():620] setting up manager
2024-01-16 16:36:47,341 INFO    MainThread:11349 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-01-16 16:36:47,342 INFO    MainThread:11349 [wandb_init.py:init():628] backend started and connected
2024-01-16 16:36:47,351 INFO    MainThread:11349 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2024-01-16 16:36:47,352 INFO    MainThread:11349 [wandb_run.py:_label_probe_notebook():1304] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-01-16 16:36:47,352 INFO    MainThread:11349 [wandb_init.py:init():720] updated telemetry
2024-01-16 16:36:47,359 INFO    MainThread:11349 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-01-16 16:36:47,744 INFO    MainThread:11349 [wandb_run.py:_on_init():2254] communicating current version
2024-01-16 16:36:47,775 INFO    MainThread:11349 [wandb_run.py:_on_init():2263] got version response 
2024-01-16 16:36:47,775 INFO    MainThread:11349 [wandb_init.py:init():804] starting run threads in backend
2024-01-16 16:36:47,855 INFO    MainThread:11349 [wandb_run.py:_console_start():2233] atexit reg
2024-01-16 16:36:47,855 INFO    MainThread:11349 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2024-01-16 16:36:47,855 INFO    MainThread:11349 [wandb_run.py:_redirect():2153] Wrapping output streams.
2024-01-16 16:36:47,855 INFO    MainThread:11349 [wandb_run.py:_redirect():2178] Redirects installed.
2024-01-16 16:36:47,856 INFO    MainThread:11349 [wandb_init.py:init():847] run started, returning control to user process
2024-01-16 16:36:47,857 INFO    MainThread:11349 [wandb_run.py:_finish():1962] finishing run siqi920/my-awesome-project/if029eyq
2024-01-16 16:36:47,857 INFO    MainThread:11349 [jupyter.py:save_history():445] not saving jupyter history
2024-01-16 16:36:47,857 INFO    MainThread:11349 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-16 16:36:47,857 INFO    MainThread:11349 [wandb_init.py:_jupyter_teardown():454] cleaning up jupyter logic
2024-01-16 16:36:47,857 INFO    MainThread:11349 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2024-01-16 16:36:47,857 INFO    MainThread:11349 [wandb_run.py:_restore():2185] restore
2024-01-16 16:36:47,857 INFO    MainThread:11349 [wandb_run.py:_restore():2191] restore done
2024-01-16 16:36:50,912 INFO    MainThread:11349 [wandb_run.py:_footer_history_summary_info():3857] rendering history
2024-01-16 16:36:50,912 INFO    MainThread:11349 [wandb_run.py:_footer_history_summary_info():3889] rendering summary
2024-01-16 16:36:50,916 INFO    MainThread:11349 [wandb_run.py:_footer_sync_info():3816] logging synced files
